#node time(s) x y
0 50.071 165.461 94.402
1 50.072 312.459 114.944
2 50.073 291.607 95.671
0 50.081 166.023 95.229
1 50.082 313.103 114.179
2 50.083 291.108 94.805
0 50.092 166.584 96.057
1 50.093 313.746 113.413
2 50.094 290.609 93.938
0 50.103 167.145 96.884
1 50.104 314.390 112.648
2 50.105 290.109 93.072
0 50.114 167.707 97.712
1 50.115 315.034 111.883
2 50.116 289.610 92.205
0 50.124 168.268 98.539
1 50.125 315.677 111.117
2 50.126 289.111 91.339
0 50.135 168.829 99.367
1 50.136 316.321 110.352
2 50.137 288.611 90.473
0 50.146 169.391 100.195
1 50.147 316.964 109.586
2 50.148 288.112 89.606
0 50.158 169.952 101.022
1 50.159 317.608 108.821
2 50.160 287.613 88.740
0 50.169 170.513 101.850
1 50.170 318.251 108.056
2 50.171 287.113 87.873
0 50.180 171.075 102.677
1 50.181 318.895 107.290
2 50.182 286.614 87.007
0 50.193 171.636 103.505
1 50.194 319.538 106.525
2 50.195 286.115 86.140
0 50.203 172.197 104.332
1 50.204 320.182 105.759
2 50.205 285.616 85.274
0 50.214 172.759 105.160
1 50.215 320.826 104.994
2 50.216 285.116 84.408
0 50.225 173.320 105.988
1 50.226 321.469 104.229
2 50.227 284.617 83.541
0 50.235 173.882 106.815
1 50.237 322.113 103.463
2 50.238 284.118 82.675
0 50.246 174.443 107.643
1 50.248 322.756 102.698
2 50.252 284.118 82.675
0 50.260 175.004 108.470
1 50.261 323.400 101.932
2 50.262 283.768 83.611
0 50.270 175.566 109.298
1 50.271 324.043 101.167
2 50.272 283.418 84.548
0 50.281 176.127 110.125
1 50.282 324.687 100.402
2 50.283 283.068 85.485
0 50.292 176.688 110.953
1 50.293 325.330 99.636
2 50.294 282.718 86.422
0 50.303 177.250 111.781
1 50.304 325.974 98.871
2 50.305 282.368 87.358
0 50.313 177.811 112.608
1 50.314 326.618 98.105
2 50.316 282.018 88.295
0 50.324 178.372 113.436
1 50.325 327.261 97.340
2 50.326 281.668 89.232
0 50.335 178.934 114.263
1 50.336 327.905 96.575
2 50.337 281.318 90.169
0 50.346 179.495 115.091
1 50.347 328.548 95.809
2 50.348 280.968 91.106
0 50.357 180.057 115.918
1 50.358 329.192 95.044
2 50.359 280.618 92.042
0 50.368 180.618 116.746
1 50.369 329.835 94.278
2 50.370 280.268 92.979
0 50.378 181.179 117.574
1 50.381 330.479 93.513
2 50.382 279.918 93.916
0 50.391 181.741 118.401
1 50.392 331.122 92.748
2 50.393 279.568 94.853
0 50.402 182.302 119.229
1 50.403 331.766 91.982
2 50.404 279.218 95.789
0 50.413 182.863 120.056
1 50.414 332.410 91.217
2 50.415 278.868 96.726
0 50.423 183.425 120.884
1 50.424 333.053 90.451
2 50.425 278.518 97.663
0 50.434 183.986 121.711
1 50.435 333.697 89.686
2 50.436 278.168 98.600
0 50.444 184.547 122.539
1 50.445 334.340 88.921
2 50.447 277.818 99.536
0 50.456 185.109 123.367
1 50.457 334.984 88.155
2 50.458 277.468 100.473
0 50.467 185.670 124.194
1 50.468 335.627 87.390
2 50.469 277.118 101.410
0 50.478 186.231 125.022
1 50.479 336.271 86.624
2 50.480 276.768 102.347
0 50.488 186.793 125.849
1 50.489 336.914 85.859
2 50.490 276.418 103.283
0 50.498 187.354 126.677
1 50.499 337.558 85.094
2 50.500 276.069 104.220
0 50.509 187.916 127.504
1 50.510 338.202 84.328
2 50.511 275.719 105.157
0 50.520 188.477 128.332
1 50.524 338.202 84.328
2 50.525 275.369 106.094
0 50.534 189.038 129.160
1 50.535 338.417 85.305
2 50.536 275.019 107.031
0 50.545 189.600 129.987
1 50.546 338.632 86.281
2 50.547 274.669 107.967
0 50.555 190.161 130.815
1 50.556 338.847 87.258
2 50.557 274.319 108.904
0 50.566 190.722 131.642
1 50.567 339.062 88.235
2 50.568 273.969 109.841
0 50.582 190.722 131.642
1 50.583 339.278 89.211
2 50.584 273.619 110.778
0 50.592 189.813 132.059
1 50.593 339.493 90.188
2 50.594 273.269 111.714
0 50.604 188.904 132.475
1 50.605 339.708 91.164
2 50.606 272.919 112.651
0 50.615 187.995 132.892
1 50.617 339.923 92.141
2 50.618 272.569 113.588
0 50.628 187.086 133.309
1 50.629 340.139 93.117
2 50.631 272.219 114.525
0 50.639 186.177 133.725
1 50.641 340.354 94.094
2 50.642 271.869 115.461
0 50.651 185.268 134.142
1 50.653 340.569 95.070
2 50.654 271.519 116.398
0 50.664 184.359 134.558
1 50.665 340.784 96.047
2 50.667 271.169 117.335
0 50.676 183.450 134.975
1 50.678 341.000 97.024
2 50.679 270.819 118.272
0 50.689 182.540 135.391
1 50.690 341.215 98.000
2 50.691 270.469 119.208
0 50.700 181.631 135.808
1 50.702 341.430 98.977
2 50.703 270.119 120.145
0 50.712 180.722 136.225
1 50.714 341.645 99.953
2 50.715 269.769 121.082
0 50.724 179.813 136.641
1 50.726 341.861 100.930
2 50.727 269.419 122.019
0 50.736 178.904 137.058
1 50.738 342.076 101.906
2 50.739 269.069 122.956
0 50.748 177.995 137.474
1 50.750 342.291 102.883
2 50.752 268.719 123.892
0 50.761 177.086 137.891
1 50.763 342.506 103.860
2 50.764 268.369 124.829
0 50.773 176.177 138.308
1 50.775 342.722 104.836
2 50.776 268.019 125.766
0 50.785 175.268 138.724
1 50.786 342.937 105.813
2 50.787 267.669 126.703
0 50.796 174.359 139.141
1 50.798 343.152 106.789
2 50.799 267.320 127.639
0 50.809 173.449 139.557
1 50.810 343.367 107.766
2 50.811 266.970 128.576
0 50.821 172.540 139.974
1 50.823 343.582 108.742
2 50.824 266.620 129.513
0 50.833 171.631 140.390
1 50.834 343.798 109.719
2 50.836 266.270 130.450
0 50.845 170.722 140.807
1 50.846 344.013 110.695
2 50.847 265.920 131.386
0 50.856 169.813 141.224
1 50.858 344.228 111.672
2 50.859 265.570 132.323
0 50.868 168.904 141.640
1 50.870 344.443 112.649
2 50.871 265.220 133.260
0 50.880 167.995 142.057
1 50.882 344.659 113.625
2 50.883 264.870 134.197
0 50.893 167.086 142.473
1 50.894 344.874 114.602
2 50.895 264.520 135.133
0 50.905 166.177 142.890
1 50.906 345.089 115.578
2 50.908 264.170 136.070
0 50.917 165.268 143.307
1 50.918 345.304 116.555
2 50.919 263.820 137.007
0 50.928 164.359 143.723
1 50.930 345.520 117.531
2 50.931 263.470 137.944
0 50.940 163.449 144.140
1 50.942 345.735 118.508
2 50.943 263.120 138.881
0 50.953 162.540 144.556
1 50.955 345.950 119.485
2 50.956 262.770 139.817
0 50.966 161.631 144.973
1 50.967 346.165 120.461
2 50.969 262.420 140.754
0 50.978 160.722 145.389
1 50.980 346.381 121.438
2 50.981 262.070 141.691
0 50.989 159.813 145.806
1 50.991 346.596 122.414
2 50.992 261.720 142.628
0 51.001 158.904 146.223
1 51.003 346.811 123.391
2 51.004 261.370 143.564
0 51.014 157.995 146.639
1 51.015 347.026 124.367
2 51.016 261.020 144.501
0 51.025 157.086 147.056
1 51.027 347.241 125.344
2 51.028 260.670 145.438
0 51.037 156.177 147.472
1 51.039 347.457 126.320
2 51.040 260.320 146.375
0 51.049 155.268 147.889
1 51.050 347.672 127.297
2 51.052 259.970 147.311
0 51.061 154.358 148.306
1 51.062 347.887 128.274
2 51.063 259.620 148.248
0 51.073 153.449 148.722
1 51.074 348.102 129.250
2 51.076 259.270 149.185
0 51.085 152.540 149.139
1 51.087 348.318 130.227
2 51.088 258.920 150.122
0 51.097 151.631 149.555
1 51.099 348.533 131.203
2 51.100 258.570 151.058
0 51.110 150.722 149.972
1 51.111 348.748 132.180
2 51.112 258.221 151.995
0 51.122 149.813 150.388
1 51.123 348.963 133.156
2 51.125 257.871 152.932
0 51.134 148.904 150.805
1 51.135 349.179 134.133
2 51.136 257.521 153.869
0 51.145 147.995 151.222
1 51.147 349.394 135.110
2 51.148 257.171 154.806
0 51.157 147.086 151.638
1 51.158 349.609 136.086
2 51.160 256.821 155.742
0 51.169 146.177 152.055
1 51.170 349.824 137.063
2 51.171 256.471 156.679
0 51.180 145.267 152.471
1 51.182 350.040 138.039
2 51.183 256.121 157.616
0 51.192 144.358 152.888
1 51.194 350.255 139.016
2 51.195 255.771 158.553
0 51.205 143.449 153.305
1 51.206 350.470 139.992
2 51.208 255.421 159.489
0 51.217 142.540 153.721
1 51.219 350.685 140.969
2 51.220 255.071 160.426
0 51.230 141.631 154.138
1 51.231 350.900 141.945
2 51.232 254.721 161.363
0 51.241 140.722 154.554
1 51.243 351.116 142.922
2 51.244 254.371 162.300
0 51.253 139.813 154.971
1 51.254 351.331 143.899
2 51.255 254.021 163.236
0 51.265 138.904 155.387
1 51.266 351.546 144.875
2 51.268 253.671 164.173
0 51.277 137.995 155.804
1 51.279 351.761 145.852
2 51.280 253.321 165.110
0 51.289 137.086 156.221
1 51.290 351.977 146.828
2 51.291 252.971 166.047
0 51.300 136.176 156.637
1 51.302 352.192 147.805
2 51.304 252.621 166.983
0 51.312 135.267 157.054
1 51.314 352.407 148.781
2 51.315 252.271 167.920
0 51.324 134.358 157.470
1 51.326 352.622 149.758
2 51.327 251.921 168.857
0 51.337 133.449 157.887
1 51.338 352.838 150.735
2 51.340 251.571 169.794
0 51.349 132.540 158.304
1 51.350 353.053 151.711
2 51.352 251.221 170.731
0 51.361 131.631 158.720
1 51.362 353.268 152.688
2 51.364 250.871 171.667
0 51.373 130.722 159.137
1 51.374 353.483 153.664
2 51.376 250.521 172.604
0 51.385 129.813 159.553
1 51.386 353.699 154.641
2 51.387 250.171 173.541
0 51.396 128.904 159.970
1 51.397 353.914 155.617
2 51.398 249.821 174.478
0 51.407 127.995 160.386
1 51.409 354.129 156.594
2 51.410 249.472 175.414
0 51.418 127.086 160.803
1 51.419 354.344 157.570
2 51.420 249.122 176.351
0 51.429 126.176 161.220
1 51.430 354.559 158.547
2 51.431 248.772 177.288
0 51.440 125.267 161.636
1 51.441 354.775 159.524
2 51.442 248.422 178.225
0 51.451 124.358 162.053
1 51.452 354.990 160.500
2 51.453 248.072 179.161
0 51.462 123.449 162.469
1 51.463 355.205 161.477
2 51.464 247.722 180.098
0 51.473 122.540 162.886
1 51.474 355.420 162.453
2 51.475 247.372 181.035
0 51.484 121.631 163.303
1 51.485 355.636 163.430
2 51.486 247.022 181.972
0 51.494 120.722 163.719
1 51.495 355.851 164.406
2 51.497 246.672 182.908
0 51.506 119.813 164.136
1 51.507 356.066 165.383
2 51.508 246.322 183.845
0 51.517 118.904 164.552
1 51.518 356.281 166.360
2 51.519 245.972 184.782
0 51.528 117.995 164.969
1 51.529 356.497 167.336
2 51.530 245.622 185.719
0 51.539 117.085 165.385
1 51.540 356.712 168.313
2 51.541 245.272 186.656
0 51.551 116.176 165.802
1 51.552 356.927 169.289
2 51.552 244.922 187.592
0 51.561 115.267 166.219
1 51.562 357.142 170.266
2 51.563 244.572 188.529
0 51.571 114.358 166.635
1 51.573 357.358 171.242
2 51.574 244.222 189.466
0 51.582 113.449 167.052
1 51.583 357.573 172.219
2 51.584 243.872 190.403
0 51.593 112.540 167.468
1 51.594 357.788 173.195
2 51.595 243.522 191.339
0 51.603 111.631 167.885
1 51.604 358.003 174.172
2 51.606 243.172 192.276
0 51.614 110.722 168.301
1 51.615 358.218 175.149
2 51.616 242.822 193.213
0 51.625 109.813 168.718
1 51.626 358.434 176.125
2 51.627 242.472 194.150
0 51.636 108.904 169.135
1 51.637 358.649 177.102
2 51.638 242.122 195.086
0 51.646 107.994 169.551
1 51.648 358.864 178.078
2 51.648 241.772 196.023
0 51.658 107.085 169.968
1 51.659 359.079 179.055
2 51.659 241.422 196.960
0 51.667 106.176 170.384
1 51.669 359.295 180.031
2 51.670 241.072 197.897
0 51.679 105.267 170.801
1 51.680 359.510 181.008
2 51.681 240.723 198.833
0 51.689 104.358 171.218
1 51.690 359.725 181.984
2 51.691 240.373 199.770
0 51.700 103.449 171.634
1 51.701 359.940 182.961
2 51.702 240.023 200.707
0 51.710 102.540 172.051
1 51.711 360.156 183.938
2 51.712 239.673 201.644
0 51.720 101.631 172.467
1 51.721 360.371 184.914
2 51.722 239.323 202.581
0 51.731 100.722 172.884
1 51.732 360.586 185.891
2 51.733 238.973 203.517
0 51.742 99.813 173.300
1 51.743 360.801 186.867
2 51.744 238.623 204.454
0 51.753 98.903 173.717
1 51.754 361.017 187.844
2 51.755 238.273 205.391
0 51.764 97.994 174.134
1 51.765 361.232 188.820
2 51.766 237.923 206.328
0 51.774 97.085 174.550
1 51.775 361.447 189.797
2 51.776 237.573 207.264
0 51.785 96.176 174.967
1 51.786 361.662 190.774
2 51.787 237.223 208.201
0 51.796 95.267 175.383
1 51.797 361.877 191.750
2 51.798 236.873 209.138
0 51.807 94.358 175.800
1 51.808 362.093 192.727
2 51.809 236.523 210.075
0 51.818 93.449 176.217
1 51.819 362.308 193.703
2 51.820 236.173 211.011
0 51.829 92.540 176.633
1 51.830 362.523 194.680
2 51.831 235.823 211.948
0 51.840 91.631 177.050
1 51.841 362.738 195.656
2 51.842 235.473 212.885
0 51.851 90.722 177.466
1 51.852 362.954 196.633
2 51.853 235.123 213.822
0 51.862 89.812 177.883
1 51.864 363.169 197.609
2 51.865 234.773 214.758
0 51.873 88.903 178.299
1 51.874 363.384 198.586
2 51.875 234.423 215.695
0 51.884 87.994 178.716
1 51.885 363.599 199.563
2 51.886 234.073 216.632
0 51.895 87.085 179.133
1 51.896 363.815 200.539
2 51.897 233.723 217.569
0 51.906 86.176 179.549
1 51.907 364.030 201.516
2 51.908 233.373 218.505
0 51.917 85.267 179.966
1 51.918 364.245 202.492
2 51.919 233.023 219.442
0 51.928 84.358 180.382
1 51.929 364.460 203.469
2 51.930 232.673 220.379
0 51.939 83.449 180.799
1 51.940 364.676 204.445
2 51.941 232.323 221.316
0 51.950 82.540 181.216
1 51.951 364.891 205.422
2 51.952 231.973 222.253
0 51.961 81.631 181.632
1 51.962 365.106 206.399
2 51.963 231.624 223.189
0 51.972 80.722 182.049
1 51.973 365.321 207.375
2 51.974 231.274 224.126
0 51.983 79.812 182.465
1 51.984 365.536 208.352
2 51.985 230.924 225.063
0 51.994 78.903 182.882
1 51.995 365.752 209.328
2 51.996 230.574 226.000
0 52.004 77.994 183.298
1 52.005 365.967 210.305
2 52.006 230.224 226.936
0 52.015 77.085 183.715
1 52.016 366.182 211.281
2 52.017 229.874 227.873
0 52.027 76.176 184.132
1 52.028 366.397 212.258
2 52.029 229.524 228.810
0 52.037 75.267 184.548
1 52.039 366.613 213.234
2 52.040 229.174 229.747
0 52.049 74.358 184.965
1 52.050 366.828 214.211
2 52.050 228.824 230.683
0 52.059 73.449 185.381
1 52.060 367.043 215.188
2 52.061 228.474 231.620
0 52.070 72.540 185.798
1 52.071 367.258 216.164
2 52.072 228.124 232.557
0 52.081 71.631 186.215
1 52.082 367.474 217.141
2 52.084 227.774 233.494
0 52.092 70.721 186.631
1 52.093 367.689 218.117
2 52.094 227.424 234.430
0 52.103 69.812 187.048
1 52.104 367.904 219.094
2 52.105 227.074 235.367
0 52.114 68.903 187.464
1 52.115 368.119 220.070
2 52.115 226.724 236.304
0 52.124 67.994 187.881
1 52.125 368.335 221.047
2 52.126 226.374 237.241
0 52.135 67.085 188.297
1 52.136 368.550 222.024
2 52.137 226.024 238.178
0 52.146 66.176 188.714
1 52.147 368.765 223.000
2 52.148 225.674 239.114
0 52.156 65.267 189.131
1 52.157 368.980 223.977
2 52.159 225.324 240.051
0 52.167 64.358 189.547
1 52.168 369.195 224.953
2 52.170 224.974 240.988
0 52.179 63.449 189.964
1 52.180 369.411 225.930
2 52.181 224.624 241.925
0 52.190 62.540 190.380
1 52.191 369.626 226.906
2 52.192 224.274 242.861
0 52.200 61.630 190.797
1 52.201 369.841 227.883
2 52.202 223.924 243.798
0 52.211 60.721 191.214
1 52.212 370.056 228.859
2 52.213 223.574 244.735
0 52.222 59.812 191.630
1 52.223 370.272 229.836
2 52.225 223.224 245.672
0 52.233 58.903 192.047
1 52.234 370.487 230.813
2 52.235 222.875 246.608
0 52.244 57.994 192.463
1 52.246 370.702 231.789
2 52.247 222.525 247.545
0 52.256 57.085 192.880
1 52.257 370.917 232.766
2 52.258 222.175 248.482
0 52.266 56.176 193.296
1 52.268 371.133 233.742
2 52.268 221.825 249.419
0 52.276 55.267 193.713
1 52.278 371.348 234.719
2 52.279 221.475 250.355
0 52.287 54.358 194.130
1 52.289 371.563 235.695
2 52.290 221.125 251.292
0 52.298 53.449 194.546
1 52.299 371.778 236.672
2 52.300 220.775 252.229
0 52.309 52.539 194.963
1 52.311 371.994 237.649
2 52.312 220.425 253.166
0 52.320 51.630 195.379
1 52.322 372.209 238.625
2 52.323 220.075 254.103
0 52.332 50.721 195.796
1 52.333 372.424 239.602
2 52.334 219.725 255.039
0 52.342 49.812 196.213
1 52.343 372.639 240.578
2 52.344 219.375 255.976
0 52.353 48.903 196.629
1 52.354 372.854 241.555
2 52.355 219.025 256.913
0 52.364 47.994 197.046
1 52.366 373.070 242.531
2 52.366 218.675 257.850
0 52.375 47.085 197.462
1 52.376 373.285 243.508
2 52.377 218.325 258.786
0 52.385 46.176 197.879
1 52.386 373.500 244.484
2 52.387 217.975 259.723
0 52.396 45.267 198.295
1 52.397 373.715 245.461
2 52.398 217.625 260.660
0 52.407 44.358 198.712
1 52.408 373.931 246.438
2 52.409 217.275 261.597
0 52.418 43.448 199.129
1 52.419 374.146 247.414
2 52.420 216.925 262.533
0 52.428 42.539 199.545
1 52.429 374.361 248.391
2 52.430 216.575 263.470
0 52.439 41.630 199.962
1 52.440 374.576 249.367
2 52.441 216.225 264.407
0 52.449 40.721 200.378
1 52.451 374.792 250.344
2 52.452 215.875 265.344
0 52.461 39.812 200.795
1 52.462 375.007 251.320
2 52.463 215.525 266.280
0 52.471 38.903 201.212
1 52.472 375.222 252.297
2 52.474 215.175 267.217
0 52.489 38.903 201.212
1 52.490 375.437 253.274
2 52.490 214.825 268.154
0 52.499 39.735 201.766
1 52.500 375.653 254.250
2 52.501 214.475 269.091
0 52.510 40.567 202.321
1 52.512 375.868 255.227
2 52.513 214.125 270.028
0 52.521 41.399 202.876
1 52.522 376.083 256.203
2 52.523 213.776 270.964
0 52.532 42.231 203.431
1 52.532 376.298 257.180
2 52.533 213.426 271.901
0 52.542 43.063 203.985
1 52.543 376.513 258.156
2 52.544 213.076 272.838
0 52.553 43.895 204.540
1 52.554 376.729 259.133
2 52.555 212.726 273.775
0 52.564 44.727 205.095
1 52.565 376.944 260.109
2 52.566 212.376 274.711
0 52.575 45.559 205.650
1 52.576 377.159 261.086
2 52.577 212.026 275.648
0 52.585 46.391 206.205
1 52.587 377.374 262.063
2 52.588 211.676 276.585
0 52.596 47.223 206.759
1 52.597 377.590 263.039
2 52.598 211.326 277.522
0 52.607 48.055 207.314
1 52.608 377.805 264.016
2 52.610 210.976 278.458
0 52.618 48.887 207.869
1 52.619 378.020 264.992
2 52.620 210.626 279.395
0 52.629 49.719 208.424
1 52.630 378.235 265.969
2 52.631 210.276 280.332
0 52.640 50.551 208.978
1 52.641 378.451 266.945
2 52.641 209.926 281.269
0 52.650 51.383 209.533
1 52.651 378.666 267.922
2 52.652 209.576 282.205
0 52.661 52.215 210.088
1 52.662 378.881 268.899
2 52.663 209.226 283.142
0 52.672 53.047 210.643
1 52.673 379.096 269.875
2 52.674 208.876 284.079
0 52.682 53.879 211.198
1 52.684 379.312 270.852
2 52.685 208.526 285.016
0 52.693 54.711 211.752
1 52.694 379.527 271.828
2 52.695 208.176 285.953
0 52.703 55.543 212.307
1 52.705 379.742 272.805
2 52.706 207.826 286.889
0 52.714 56.375 212.862
1 52.716 379.957 273.781
2 52.717 207.476 287.826
0 52.725 57.207 213.417
1 52.726 380.172 274.758
2 52.727 207.126 288.763
0 52.736 58.039 213.972
1 52.737 380.388 275.734
2 52.738 206.776 289.700
0 52.747 58.871 214.526
1 52.748 380.603 276.711
2 52.749 206.426 290.636
0 52.758 59.703 215.081
1 52.759 380.818 277.688
2 52.762 206.076 291.573
0 52.771 60.535 215.636
1 52.772 381.033 278.664
2 52.773 205.726 292.510
0 52.782 61.367 216.191
1 52.783 381.249 279.641
2 52.784 205.376 293.447
0 52.793 62.199 216.745
1 52.794 381.464 280.617
2 52.795 205.027 294.383
0 52.804 63.031 217.300
1 52.805 381.679 281.594
2 52.806 204.677 295.320
0 52.816 63.863 217.855
1 52.817 381.894 282.570
2 52.817 204.327 296.257
0 52.826 64.695 218.410
1 52.827 382.110 283.547
2 52.828 203.977 297.194
0 52.836 65.527 218.965
1 52.838 382.325 284.524
2 52.839 203.627 298.130
0 52.848 66.359 219.519
1 52.849 382.540 285.500
2 52.850 203.277 299.067
0 52.858 67.191 220.074
1 52.859 382.755 286.477
2 52.860 202.927 300.004
0 52.869 68.023 220.629
1 52.870 382.971 287.453
2 52.871 202.577 300.941
0 52.880 68.855 221.184
1 52.881 383.186 288.430
2 52.882 202.227 301.878
0 52.891 69.687 221.739
1 52.892 383.401 289.406
2 52.893 201.877 302.814
0 52.902 70.519 222.293
1 52.903 383.616 290.383
2 52.904 201.527 303.751
0 52.912 71.351 222.848
1 52.913 383.831 291.359
2 52.914 201.177 304.688
0 52.924 72.183 223.403
1 52.925 384.047 292.336
2 52.926 200.827 305.625
0 52.934 73.015 223.958
1 52.935 384.262 293.313
2 52.936 200.477 306.561
0 52.945 73.847 224.512
1 52.946 384.477 294.289
2 52.947 200.127 307.498
0 52.956 74.679 225.067
1 52.957 384.692 295.266
2 52.958 199.777 308.435
0 52.967 75.511 225.622
1 52.968 384.908 296.242
2 52.969 199.427 309.372
0 52.978 76.343 226.177
1 52.979 385.123 297.219
2 52.980 199.077 310.308
0 52.988 77.175 226.732
1 52.989 385.338 298.195
2 52.990 198.727 311.245
0 52.999 78.007 227.286
1 53.000 385.553 299.172
2 53.001 198.377 312.182
0 53.010 78.839 227.841
1 53.011 385.769 300.149
2 53.013 198.027 313.119
0 53.021 79.671 228.396
1 53.022 385.984 301.125
2 53.023 197.677 314.055
0 53.031 80.503 228.951
1 53.033 386.199 302.102
2 53.034 197.327 314.992
0 53.042 81.335 229.506
1 53.044 386.414 303.078
2 53.046 196.977 315.929
0 53.055 82.167 230.060
1 53.056 386.630 304.055
2 53.057 196.627 316.866
0 53.066 82.999 230.615
1 53.067 386.845 305.031
2 53.069 196.277 317.803
0 53.077 83.831 231.170
1 53.079 387.060 306.008
2 53.079 195.928 318.739
0 53.087 84.663 231.725
1 53.088 387.275 306.984
2 53.089 195.578 319.676
0 53.098 85.495 232.279
1 53.100 387.490 307.961
2 53.101 195.228 320.613
0 53.109 86.327 232.834
1 53.110 387.706 308.938
2 53.111 194.878 321.550
0 53.120 87.159 233.389
1 53.121 387.921 309.914
2 53.122 194.528 322.486
0 53.131 87.991 233.944
1 53.133 388.136 310.891
2 53.134 194.178 323.423
0 53.143 88.823 234.499
1 53.144 388.351 311.867
2 53.146 193.828 324.360
0 53.154 89.655 235.053
1 53.156 388.567 312.844
2 53.158 193.478 325.297
0 53.166 90.487 235.608
1 53.168 388.782 313.820
2 53.169 193.128 326.233
0 53.179 91.319 236.163
1 53.181 388.997 314.797
2 53.182 192.778 327.170
0 53.191 92.151 236.718
1 53.192 389.212 315.774
2 53.194 192.428 328.107
0 53.203 92.983 237.272
1 53.204 389.428 316.750
2 53.206 192.078 329.044
0 53.214 93.815 237.827
1 53.216 389.643 317.727
2 53.217 191.728 329.980
0 53.226 94.647 238.382
1 53.228 389.858 318.703
2 53.229 191.378 330.917
0 53.238 95.479 238.937
1 53.240 390.073 319.680
2 53.241 191.028 331.854
0 53.250 96.311 239.492
1 53.252 390.289 320.656
2 53.253 190.678 332.791
0 53.262 97.143 240.046
1 53.263 390.504 321.633
2 53.265 190.328 333.728
0 53.274 97.975 240.601
1 53.276 390.719 322.609
2 53.277 189.978 334.664
0 53.286 98.807 241.156
1 53.287 390.934 323.586
2 53.289 189.628 335.601
0 53.298 99.639 241.711
1 53.300 391.149 324.563
2 53.301 189.278 336.538
0 53.310 100.471 242.266
1 53.312 391.365 325.539
2 53.313 188.928 337.475
0 53.323 101.303 242.820
1 53.325 391.580 326.516
2 53.326 188.578 338.411
0 53.335 102.135 243.375
1 53.337 391.795 327.492
2 53.338 188.228 339.348
0 53.348 102.967 243.930
1 53.349 392.010 328.469
2 53.350 187.878 340.285
0 53.359 103.799 244.485
1 53.360 392.226 329.445
2 53.362 187.528 341.222
0 53.371 104.631 245.039
1 53.372 392.441 330.422
2 53.374 187.179 342.158
0 53.383 105.463 245.594
1 53.385 392.656 331.399
2 53.386 186.829 343.095
0 53.395 106.295 246.149
1 53.396 392.871 332.375
2 53.398 186.479 344.032
0 53.407 107.127 246.704
1 53.408 393.087 333.352
2 53.410 186.129 344.969
0 53.419 107.959 247.259
1 53.420 393.302 334.328
2 53.422 185.779 345.905
0 53.431 108.791 247.813
1 53.433 393.517 335.305
2 53.434 185.429 346.842
0 53.443 109.623 248.368
1 53.445 393.732 336.281
2 53.446 185.079 347.779
0 53.456 110.454 248.923
1 53.457 393.948 337.258
2 53.459 184.729 348.716
0 53.468 111.286 249.478
1 53.470 394.163 338.234
2 53.471 184.379 349.653
0 53.480 112.118 250.033
1 53.481 394.378 339.211
2 53.483 184.029 350.589
0 53.492 112.950 250.587
1 53.493 394.593 340.188
2 53.494 183.679 351.526
0 53.503 113.782 251.142
1 53.504 394.808 341.164
2 53.505 183.329 352.463
0 53.514 114.614 251.697
1 53.515 395.024 342.141
2 53.516 182.979 353.400
0 53.525 115.446 252.252
1 53.526 395.239 343.117
2 53.527 182.629 354.336
0 53.537 116.278 252.806
1 53.538 395.454 344.094
2 53.538 182.279 355.273
0 53.547 117.110 253.361
1 53.548 395.669 345.070
2 53.549 181.929 356.210
0 53.558 117.942 253.916
1 53.559 395.885 346.047
2 53.560 181.579 357.147
0 53.569 118.774 254.471
1 53.571 396.100 347.024
2 53.572 181.229 358.083
0 53.581 119.606 255.026
1 53.582 396.315 348.000
2 53.583 180.879 359.020
0 53.592 120.438 255.580
1 53.593 396.530 348.977
2 53.594 180.529 359.957
0 53.603 121.270 256.135
1 53.604 396.746 349.953
2 53.605 180.179 360.894
0 53.614 122.102 256.690
1 53.615 396.961 350.930
2 53.616 179.829 361.830
0 53.626 122.934 257.245
1 53.627 397.176 351.906
2 53.628 179.479 362.767
0 53.637 123.766 257.800
1 53.638 397.391 352.883
2 53.639 179.129 363.704
0 53.648 124.598 258.354
1 53.649 397.607 353.859
2 53.650 178.779 364.641
0 53.659 125.430 258.909
1 53.660 397.822 354.836
2 53.662 178.430 365.578
0 53.670 126.262 259.464
1 53.671 398.037 355.813
2 53.672 178.080 366.514
0 53.682 127.094 260.019
1 53.683 398.252 356.789
2 53.684 177.730 367.451
0 53.693 127.926 260.573
1 53.694 398.467 357.766
2 53.695 177.380 368.388
0 53.704 128.758 261.128
1 53.705 398.683 358.742
2 53.706 177.030 369.325
0 53.715 129.590 261.683
1 53.716 398.898 359.719
2 53.717 176.680 370.261
0 53.726 130.422 262.238
1 53.728 399.113 360.695
2 53.729 176.330 371.198
0 53.738 131.254 262.793
1 53.740 399.328 361.672
2 53.741 175.980 372.135
0 53.751 132.086 263.347
1 53.752 399.544 362.649
2 53.754 175.630 373.072
0 53.763 132.918 263.902
1 53.764 399.759 363.625
2 53.766 175.280 374.008
0 53.776 133.750 264.457
1 53.777 399.974 364.602
2 53.779 174.930 374.945
0 53.788 134.582 265.012
1 53.789 400.189 365.578
2 53.790 174.580 375.882
0 53.800 135.414 265.566
1 53.801 400.405 366.555
2 53.803 174.230 376.819
0 53.812 136.246 266.121
1 53.814 400.620 367.531
2 53.815 173.880 377.755
0 53.824 137.078 266.676
1 53.826 400.835 368.508
2 53.827 173.530 378.692
